fid;nama tempat;url tempat;alamat;nomor telepon;latitude;longitude;latilong;kategori gmaps;website;rating;review terbaru;status review;input direktori;modifikasi;kk;gid;bstt;luas;bsbtt;idsls;kdkab;kdkec;kdsls;nmkab;nmkec;nmsls;bstt_k;kddesa;kdprov;khusus;muatan;nmdesa;nmprov;posisi;segmen;subsls;sumber;dom_sls;periode;tingkat;idsubsls;nm_gedung;wil_campur
15279;Gadgud Sablon Balikpapan;https://www.google.com/maps/place/Gadgud+Sablon+Balikpapan/@-1.2294263,116.8692893,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147301a972f19:0xefe1cda45fef640!8m2!3d-1.2294263!4d116.8692893!16s%2Fg%2F11tdzbb64f?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jl. MT Haryono No.30, RT.29, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0821-5229-0419;-1,2294263;116,8692893;-1.2294263,116.8692893;Toko Kaos;instagram.com;4,7;2 bulan lalu;Ulasan terbaru tanpa label 'NEW';toko cetakdi kota balikpapan;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15280;PT.GALAN SERVICE DENSO;https://www.google.com/maps/place/PT.GALAN+SERVICE+DENSO/@-1.2295744,116.8724885,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14616d85caff3:0x6efa4b8159bb7f89!8m2!3d-1.2295744!4d116.8724885!16s%2Fg%2F11clsyy73v?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;Jl. MT Haryono No.13, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;(0542) 874611;-1,2295744;116,8724885;-1.2295744,116.8724885;Bengkel AC;Website tidak ditemukan;4,7;6 bulan lalu;Ulasan terbaru tanpa label 'NEW';iLoveMerge1Juni2026;19/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15281;Workshop PT. KORINDO KONSTRUKSI;https://www.google.com/maps/place/Workshop+PT.+KORINDO+KONSTRUKSI/@-1.2298082,116.8695517,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147f8fc85caa1:0xa52f776d33ab8df5!8m2!3d-1.2298082!4d116.8695517!16s%2Fg%2F11tn6rtr_0?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;QVC9+3RF, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2298082;116,8695517;-1.2298082,116.8695517;Perusahaan Konstruksi;korindo.co.id;5,0;2 tahun lalu;Ulasan terbaru tanpa label 'NEW';iLoveMerge1Juni2026;19/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15282;Kantor Tagana;https://www.google.com/maps/place/Kantor+Tagana/@-1.2282185,116.8699411,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146179969251f:0xd658c7ffcc1f409!8m2!3d-1.2282185!4d116.8699411!16s%2Fg%2F11gcx_r5ls?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;QVC9+PX8, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2282185;116,8699411;-1.2282185,116.8699411;Kantor Keselamatan Publik;Website tidak ditemukan;5,0;2 bulan lalu;Ulasan terbaru tanpa label 'NEW';iLoveMerge1Juni2026;23/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15283;Bambang Kavling;https://www.google.com/maps/place/Bambang+Kavling/@-1.2321356,116.8696786,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14741875037b1:0x320a1398628f92db!8m2!3d-1.2321356!4d116.8696786!16s%2Fg%2F11tx4q5d71?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;Jl. Pipa PDAM, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0811-592-685;-1,2321356;116,8696786;-1.2321356,116.8696786;Pembangunan Perumahan;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;iLoveMerge1Juni2026;23/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15284;Penampungan dinas sosial;https://www.google.com/maps/place/Penampungan+dinas+sosial/@-1.2288047,116.8698885,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1479244923b7d:0x5550919f71dbe24b!8m2!3d-1.2288047!4d116.8698885!16s%2Fg%2F11pzkxbz0q?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;QVC9+FXC, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2288047;116,8698885;-1.2288047,116.8698885;Pekerja Sosial;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;iLoveMerge1Juni2026;23/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15285;Granity balikpapan;https://www.google.com/maps/place/Granity+balikpapan/@-1.2293898,116.8724578,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147fff041c9d5:0xd5befce24e3c469b!8m2!3d-1.2293898!4d116.8724578!16s%2Fg%2F11pcs66wbv?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;QVCC+6XW, Jl. MT Haryono, Batu Ampar, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0812-8890-9123;-1,2293898;116,8724578;-1.2293898,116.8724578;Pemasok Bahan Bangunan;Website tidak ditemukan;4,7;;Ulasan terbaru tanpa label 'NEW';iLoveMerge1Juni2026;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15286;Dekat Rumah;https://www.google.com/maps/place/Dekat+Rumah/@-1.2310711,116.8711219,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147c9c2f32407:0x7e9f7954c0db57fa!8m2!3d-1.2310711!4d116.8711219!16s%2Fg%2F11h7v667vh?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;Jl. Pelangi Pesona Residence No.5 Blok J, Gn. Samarinda, Baru, Kota Balikpapan, Kalimantan Timur 76128;0852-4768-3188;-1,2310711;116,8711219;-1.2310711,116.8711219;Rumah Makan;instagram.com;5,0;4 bulan lalu;Ulasan terbaru tanpa label 'NEW';iLoveMerge;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15287;YLPK BALIKPAPAN;https://www.google.com/maps/place/YLPK+BALIKPAPAN/@-1.2334624,116.8699039,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1477442461659:0xd2a42bb4292b2b94!8m2!3d-1.2334624!4d116.8699039!16s%2Fg%2F11lq3fbq54?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYwOC4wIKXMDSoASAFQAw%3D%3D;Perumahan pelangi sawit 8, Jl. Kutai Hill, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2334624;116,8699039;-1.2334624,116.8699039;Kantor Akuntan Publik;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;akuntandi balikpapan utara;19/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15288;RedDoorz near Transmart Balikpapan;https://www.google.com/maps/place/RedDoorz+near+Transmart+Balikpapan/@-1.2293895,116.872459,17z/data=!3m1!4b1!4m9!3m8!1s0x2df147c3bdafd57f:0x8c965b3f6371173d!5m2!4m1!1i2!8m2!3d-1.2293895!4d116.872459!16s%2Fg%2F11h3lcjgjh?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYwOC4wIKXMDSoASAFQAw%3D%3D;Jl. Tamansari Bukit Mutiara No.6, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;(021) 80629666;-1,2293895;116,872459;-1.2293895,116.872459;Kategori tidak ditemukan;Website tidak ditemukan;4,0;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;hoteldi balikpapan utara;19/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15289;Rumah Cantik Savilla;https://www.google.com/maps/place/Rumah+Cantik+Savilla/@-1.2287047,116.8697422,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1478a7b90f591:0xc823169b55f98010!8m2!3d-1.2287047!4d116.8697422!16s%2Fg%2F11mv0qd_dg?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYwOS4wIKXMDSoASAFQAw%3D%3D;Jl. MT Haryono No.89, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0852-4612-0574;-1,2287047;116,8697422;-1.2287047,116.8697422;Salon Kecantikan;Website tidak ditemukan;4,8;2 tahun lalu;Ulasan terbaru tanpa label 'NEW';salon kecantikandi balikpapan utara;19/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15290;North Warrior Camp;https://www.google.com/maps/place/North+Warrior+Camp/@-1.2278339,116.8702036,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147cd555d91af:0xcd8a84d1f6ccd0!8m2!3d-1.2278339!4d116.8702036!16s%2Fg%2F11px9czmvb?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYwOS4wIKXMDSoASAFQAw%3D%3D;QVCC+V38, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76136;Nomor telepon tidak ditemukan;-1,2278339;116,8702036;-1.2278339,116.8702036;Gym Tinju Muay Thai;instagram.com;5,0;setahun lalu;Ulasan terbaru tanpa label 'NEW';sekolah seni bela diridi balikpapan utara;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15291;Auto Service Care;https://www.google.com/maps/place/Auto+Service+Care/@-1.2310257,116.8708852,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14770bd812331:0x80dbd16b702aa7f3!8m2!3d-1.2310257!4d116.8708852!16s%2Fg%2F11t9gzdc_3?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0878-4524-2129;-1,2310257;116,8708852;-1.2310257,116.8708852;Bengkel Mobil;Website tidak ditemukan;5,0;2 tahun lalu;Ulasan terbaru tanpa label 'NEW';perbaikan dan perawatan mobil di balikpapan utara;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15292;Rental genset jaya abadi teknik;https://www.google.com/maps/place/Rental+genset+jaya+abadi+teknik/@-1.2329532,116.8699854,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14712b9ce4953:0x9723fc00839369b!8m2!3d-1.2329532!4d116.8699854!16s%2Fg%2F11sk4q820w?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;Jl. Syarifuddin Yoes Komp. Centra Bizz park 2, Blk. C No.2, Kota Balikpapan, Kalimantan Timur;0811-5816-5588;-1,2329532;116,8699854;-1.2329532,116.8699854;Jasa Teknologi Penyelenggaraan Acara;jayaabaditeknik.co.id;3,0;5 bulan lalu;Ulasan terbaru tanpa label 'NEW';penyelenggara profesional di balikpapan utara;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15293;Ketoprak Jakarta ( Pujasera Banuas);https://www.google.com/maps/place/Ketoprak+Jakarta+(+Pujasera+Banuas)/@-1.2314831,116.8714521,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14700440b219d:0x1ab0174cf0e2a91e!8m2!3d-1.2314831!4d116.8714521!16s%2Fg%2F11yd1vsf49?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;QV9C+CH4, Jl. Pipa PDAM, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2314831;116,8714521;-1.2314831,116.8714521;Dapur Umum;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;pujasera di balikpapan utara;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15294;MEGA BANGUNAN;https://www.google.com/maps/place/MEGA+BANGUNAN/@-1.2279154,116.8704661,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1461777f9fdc9:0xd090144994e73cce!8m2!3d-1.2279154!4d116.8704661!16s%2Fg%2F11qg3w7xn2?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;QVCC+R5P, Jl. MT Haryono, Batu Ampar, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0878-2231-8678;-1,2279154;116,8704661;-1.2279154,116.8704661;Pemasok Bahan Bangunan;Website tidak ditemukan;5,0;2 tahun lalu;Ulasan terbaru tanpa label 'NEW';distributor baja di balikpapan utara;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15295;Training Center - Total Safety Nusantara PT.;https://www.google.com/maps/place/Training+Center+-+Total+Safety+Nusantara+PT./@-1.2288711,116.8712944,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147698e4e9e2b:0xb577172b89fb973f!8m2!3d-1.2288711!4d116.8712944!16s%2Fg%2F11lcj0hs2p?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;Semeru Agung Group, Jl. MT Haryono No.48 Lantai 1. 03, RT.58, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76112;0852-1122-0523;-1,2288711;116,8712944;-1.2288711,116.8712944;Pusat pelatihan;totalsafetynusantara.com;5,0;3 minggu lalu;Ulasan terbaru berlabel 'NEW';pusat pembinaan di balikpapan utara;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15296;Maguna North Sport;https://www.google.com/maps/place/Maguna+North+Sport/@-1.2282441,116.8705011,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147b2b4f1fd65:0x6c380d523e845fbe!8m2!3d-1.2282441!4d116.8705011!16s%2Fg%2F11p5thp6dq?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0812-5087-0772;-1,2282441;116,8705011;-1.2282441,116.8705011;Lapangan bola basket;instagram.com;4,7;2 tahun lalu;Ulasan terbaru tanpa label 'NEW';lapangan softball di balikpapan utara;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15297;prasmanan tombariri;https://www.google.com/maps/place/prasmanan+tombariri/@-1.2275498,116.8696001,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147007e666c27:0x42bfafe69e1888c5!8m2!3d-1.2275498!4d116.8696001!16s%2Fg%2F11x1829twr?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;Jl. MT Haryono No.16, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0821-5508-1126;-1,2275498;116,8696001;-1.2275498,116.8696001;Restoran Indonesia;Website tidak ditemukan;4,7;2 minggu lalu;Ulasan terbaru berlabel 'NEW';restoran prasmanan di balikpapan utara;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15298;TOKO KERAMIK INGRAH;https://www.google.com/maps/place/TOKO+KERAMIK+INGRAH/@-1.2286517,116.8716622,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146171446285f:0x3ebd4e8f1f228fb4!8m2!3d-1.2286517!4d116.8716622!16s%2Fg%2F11tk1wnslp?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;Jl. MT Haryono No.55, RT.38, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2286517;116,8716622;-1.2286517,116.8716622;Kategori tidak ditemukan;Website tidak ditemukan;5,0;setahun lalu;Ulasan terbaru tanpa label 'NEW';toko tembikar di balikpapan utara;17/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15299;GOR Hevindo 2;https://www.google.com/maps/place/GOR+Hevindo+2/@-1.2278394,116.8696447,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146178f8d3829:0x5aeb712b3e11f40e!8m2!3d-1.2278394!4d116.8696447!16s%2Fg%2F11clysyxg5?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxNS4wIKXMDSoASAFQAw%3D%3D;Jl. MT Haryono No.16, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0821-9711-1478;-1,2278394;116,8696447;-1.2278394,116.8696447;Lapangan Bulutangkis;Website tidak ditemukan;4,4;setahun lalu;Ulasan terbaru tanpa label 'NEW';kompleks olahraga di balikpapan utara;19/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15300;No;https://www.google.com/maps/place/No/@-1.2286498,116.8705904,17z/data=!4m6!3m5!1s0x2df147bdf83ba5bd:0xfbe21af41a761db6!8m2!3d-1.2286498!4d116.8705904!16s%2Fg%2F11l29cbczf?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxNS4wIKXMDSoASAFQAw%3D%3D;Jl. MT Haryono No.RT.51, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76125;0812-8680-7588;-1,2286498;116,8705904;-1.2286498,116.8705904;Notaris;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;layanan pembukuan di balikpapan utara;19/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15301;Warung Bakaran Cab 2;https://www.google.com/maps/place/Warung+Bakaran+Cab+2/@-1.233705,116.8704511,17z/data=!4m6!3m5!1s0x2df1478acbf79c19:0x37d1eb8712f33636!8m2!3d-1.233705!4d116.8704511!16s%2Fg%2F11q3_yn_gc?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxNi4wIKXMDSoASAFQAw%3D%3D;QV8C+G58, Jl. Pipa PDAM, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0813-5299-6984;-1,233705;116,8704511;-1.233705,116.8704511;Dapur Umum;instabio.cc;4,5;2 tahun lalu;Ulasan terbaru tanpa label 'NEW';dapur umum di balikpapan utara;23/06/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15302;Electrcal Engineer;https://www.google.com/maps/place/Electrcal+Engineer/@-1.2285417,116.8693234,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1477a67aba6b5:0x8fae3a35fbb0ac3f!8m2!3d-1.2285417!4d116.8693234!16s%2Fg%2F11ptrcdbxx?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D;Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2285417;116,8693234;-1.2285417,116.8693234;Penyedia peralatan listrik;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;electrical equipment manufacturer di balikpapan utara;09/07/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15303;Kopi Kenangan - Ruko MT Haryono Balikpapan 2;https://www.google.com/maps/place/Kopi+Kenangan+-+Ruko+MT+Haryono+Balikpapan+2/@-1.2279062,116.8703737,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1478200cc9061:0xbe572cee61dfd29a!8m2!3d-1.2279062!4d116.8703737!16s%2Fg%2F11tchdl59g?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDcwNi4wIKXMDSoASAFQAw%3D%3D;Jl. MT Haryono, Batu Ampar, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0817-9275-233;-1,2279062;116,8703737;-1.2279062,116.8703737;Kedai Kopi;kopikenangan.com;3,9;seminggu lalu;Ulasan terbaru berlabel 'NEW';cokelat di balikpapan utara;10/07/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15304;Komplek Pelangi sawit;https://www.google.com/maps/place/Komplek+Pelangi+sawit/@-1.2335098,116.8697918,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147f4f4d38417:0x723fcae818618472!8m2!3d-1.2335098!4d116.8697918!16s%2Fg%2F11h11km9_t?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D;Jl. Pelangi Sawit Residence No.6, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0821-5665-6992;-1,2335098;116,8697918;-1.2335098,116.8697918;Otoritas Perumahan;Website tidak ditemukan;4,0;4 tahun lalu;Ulasan terbaru tanpa label 'NEW';kantor perumahan di balikpapan utara;10/07/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15305;Moro Coffee Hevindo;https://www.google.com/maps/place/Moro+Coffee+Hevindo/@-1.2275625,116.8695625,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147293d9011ff:0x4ca2677b3be1341b!8m2!3d-1.2275625!4d116.8695625!16s%2Fg%2F11mxssvxcn?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D;Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;0895-3223-71883;-1,2275625;116,8695625;-1.2275625,116.8695625;Kedai Kopi;Website tidak ditemukan;5,0;2 tahun lalu;Ulasan terbaru tanpa label 'NEW';kedai di balikpapan utara;10/07/2025;;213018;;0,184912664;;6,47103E+13;71;030;0029;BALIKPAPAN;BALIKPAPAN UTARA;RT 029;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
15306;Masjid As-Salam;https://www.google.com/maps/place/Masjid+As-Salam/@-1.2341411,116.8654839,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1463fb3d62e63:0x30894fe095662624!8m2!3d-1.2341411!4d116.8654839!16s%2Fg%2F11btyxyqmy?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;QV88+85X, Jl. Kutai Hill, Gn. Samarinda, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2341411;116,8654839;-1.2341411,116.8654839;Masjid;Website tidak ditemukan;4,9;sebulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;213019;;0,14647266;;6,47103E+13;71;030;0014;BALIKPAPAN;BALIKPAPAN UTARA;RT 014;;005;64;;;GUNUNG SAMARINDA BARU;KALIMANTAN TIMUR;;;;;;2023_1;;;;
